movie_id,title,full_title,year,imdb_url,url_title
1244,Metro,Metro (1997),1997,http://us.imdb.com/M/title-exact?Metro%20(1997),Metro (1997)
1245,Gridlock'd,Gridlock'd (1997),1997,http://us.imdb.com/M/title-exact?Gridlock'd%20(1997),Gridlock'd (1997)
1246,Bushwhacked,Bushwhacked (1995),1995,http://us.imdb.com/Title?Bushwhacked+(1995/I),Bushwhacked (1995/I)
1247,Bad Girls,Bad Girls (1994),1994,http://us.imdb.com/Title?Bad+Girls+(1994/I),Bad Girls (1994/I)
1248,Blink,Blink (1994),1994,http://us.imdb.com/M/title-exact?Blink%20(1994),Blink (1994)
1249,For Love or Money,For Love or Money (1993),1993,http://us.imdb.com/M/title-exact?For%20Love%20or%20Money%20(1993),For Love or Money (1993)
1250,Best of the Best 3: No Turning Back,Best of the Best 3: No Turning Back (1995),1995,http://us.imdb.com/M/title-exact?Best%20of%20the%20Best%203:%20No%20Turning%20Back%20(1995),Best of the Best 3: No Turning Back (1995)
1251,A Chef in Love,A Chef in Love (1996),1996,http://us.imdb.com/M/title-exact?Mille%20et%20une%20recettes%20du%20cuisinier%20amoureux%2C%20Les%20%281996%29,"Mille et une recettes du cuisinier amoureux, Les (1996)"
1252,"Contempt (Mépris, Le)","Contempt (Mépris, Le) (1963)",1963,http://us.imdb.com/M/title-exact?M%E9pris%2C+Le+(1963),"M�pris,+Le+(1963)"
1253,"Tie That Binds, The","Tie That Binds, The (1995)",1995,"http://us.imdb.com/M/title-exact?Tie%20That%20Binds,%20The%20(1995)","Tie That Binds, The (1995)"
1254,Gone Fishin',Gone Fishin' (1997),1997,http://us.imdb.com/M/title-exact?Gone%20Fishin'%20(1997),Gone Fishin' (1997)
1255,Broken English,Broken English (1996),1996,http://us.imdb.com/M/title-exact?Broken%20English%20%281996%29,Broken English (1996)
1256,"Designated Mourner, The","Designated Mourner, The (1997)",1997,http://us.imdb.com/M/title-exact?Designated%20Mourner%2C%20The%20%281997%29,"Designated Mourner, The (1997)"
1257,"Designated Mourner, The","Designated Mourner, The (1997)",1997,http://us.imdb.com/M/title-exact?Designated%20Mourner%2C%20The%20%281997%29,"Designated Mourner, The (1997)"
1258,Trial and Error,Trial and Error (1997),1997,http://us.imdb.com/M/title-exact?Trial%20and%20Error%20%281997%29,Trial and Error (1997)
1259,Pie in the Sky,Pie in the Sky (1995),1995,http://us.imdb.com/M/title-exact?Pie%20in%20the%20Sky%20(1995),Pie in the Sky (1995)
1260,Total Eclipse,Total Eclipse (1995),1995,http://us.imdb.com/M/title-exact?Total%20Eclipse%20(1995),Total Eclipse (1995)
1261,"Run of the Country, The","Run of the Country, The (1995)",1995,"http://us.imdb.com/M/title-exact?Run%20of%20the%20Country,%20The%20(1995)","Run of the Country, The (1995)"
1262,Walking and Talking,Walking and Talking (1996),1996,http://us.imdb.com/M/title-exact?Walking%20and%20Talking%20(1996),Walking and Talking (1996)
1263,Foxfire,Foxfire (1996),1996,http://us.imdb.com/M/title-exact?Foxfire%20(1996),Foxfire (1996)
1264,Nothing to Lose,Nothing to Lose (1994),1994,http://us.imdb.com/M/title-exact?Nothing%20to%20Lose%20(1994),Nothing to Lose (1994)
1265,Star Maps,Star Maps (1997),1997,http://us.imdb.com/M/title-exact?Star+Maps+(1997),Star+Maps+(1997)
1266,Bread and Chocolate (Pane e cioccolata),Bread and Chocolate (Pane e cioccolata) (1973),1973,http://us.imdb.com/M/title-exact?Pane%20e%20Cioccolata%20(1973),Pane e Cioccolata (1973)
1267,Clockers,Clockers (1995),1995,http://us.imdb.com/M/title-exact?Clockers%20(1995),Clockers (1995)
1268,Bitter Moon,Bitter Moon (1992),1992,http://us.imdb.com/M/title-exact?Lunes%20de%20fiel%20(1992),Lunes de fiel (1992)
1269,Love in the Afternoon,Love in the Afternoon (1957),1957,http://us.imdb.com/M/title-exact?Love%20in%20the%20Afternoon%20(1957),Love in the Afternoon (1957)
1270,Life with Mikey,Life with Mikey (1993),1993,http://us.imdb.com/M/title-exact?Life%20with%20Mikey%20(1993),Life with Mikey (1993)
1271,North,North (1994),1994,http://us.imdb.com/M/title-exact?North%20(1994),North (1994)
1272,Talking About Sex,Talking About Sex (1994),1994,http://us.imdb.com/M/title-exact?Talking%20About%20Sex%20(1994),Talking About Sex (1994)
1273,Color of Night,Color of Night (1994),1994,http://us.imdb.com/M/title-exact?Color%20of%20Night%20(1994),Color of Night (1994)
1274,Robocop 3,Robocop 3 (1993),1993,http://us.imdb.com/M/title-exact?Robocop%203%20(1993),Robocop 3 (1993)
1275,Killer (Bulletproof Heart),Killer (Bulletproof Heart) (1994),1994,http://us.imdb.com/M/title-exact?Killer%20(1994),Killer (1994)
1276,Sunset Park,Sunset Park (1996),1996,http://us.imdb.com/M/title-exact?Sunset%20Park%20(1996),Sunset Park (1996)
1277,Set It Off,Set It Off (1996),1996,http://us.imdb.com/M/title-exact?Set%20It%20Off%20(1996),Set It Off (1996)
1278,Selena,Selena (1997),1997,http://us.imdb.com/M/title-exact?Selena%20(1997),Selena (1997)
1279,Wild America,Wild America (1997),1997,http://us.imdb.com/M/title-exact?Wild+America+(1997),Wild+America+(1997)
1280,Gang Related,Gang Related (1997),1997,http://us.imdb.com/M/title-exact?Gang+Related+(1997),Gang+Related+(1997)
1281,Manny & Lo,Manny & Lo (1996),1996,http://us.imdb.com/M/title-exact?Manny%20&%20Lo%20(1996),Manny & Lo (1996)
1282,"Grass Harp, The","Grass Harp, The (1995)",1995,"http://us.imdb.com/M/title-exact?Grass%20Harp,%20The%20(1995)","Grass Harp, The (1995)"
1283,Out to Sea,Out to Sea (1997),1997,http://us.imdb.com/M/title-exact?Out+to+Sea+(1997),Out+to+Sea+(1997)
1284,Before and After,Before and After (1996),1996,http://us.imdb.com/M/title-exact?Before%20and%20After%20(1996),Before and After (1996)
1285,Princess Caraboo,Princess Caraboo (1994),1994,http://us.imdb.com/M/title-exact?Princess%20Caraboo%20(1994),Princess Caraboo (1994)
1286,Shall We Dance?,Shall We Dance? (1937),1937,http://us.imdb.com/M/title-exact?Shall%20We%20Dance?%20(1937),Shall We Dance? (1937)
1287,Ed,Ed (1996),1996,http://us.imdb.com/M/title-exact?Ed%20(1996),Ed (1996)
1288,Denise Calls Up,Denise Calls Up (1995),1995,http://us.imdb.com/M/title-exact?Denise%20Calls%20Up%20(1995),Denise Calls Up (1995)
1289,Jack and Sarah,Jack and Sarah (1995),1995,http://us.imdb.com/M/title-exact?Jack%20and%20Sarah%20(1995),Jack and Sarah (1995)
1290,Country Life,Country Life (1994),1994,http://us.imdb.com/M/title-exact?Country%20Life%20(1994),Country Life (1994)
1291,Celtic Pride,Celtic Pride (1996),1996,http://us.imdb.com/M/title-exact?Celtic%20Pride%20(1996),Celtic Pride (1996)
1292,"Simple Wish, A","Simple Wish, A (1997)",1997,http://us.imdb.com/M/title-exact?Simple+Wish%2C+A+(1997),"Simple+Wish,+A+(1997)"
1293,Star Kid,Star Kid (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-120478,imdb-title-120478
1294,Ayn Rand: A Sense of Life,Ayn Rand: A Sense of Life (1997),1997,http://us.imdb.com/Title?Ayn+Rand%3A+A+Sense+of+Life+(1997),Ayn Rand%3A A Sense of Life (1997)
1295,Kicked in the Head,Kicked in the Head (1997),1997,http://us.imdb.com/M/title-exact?Kicked+in+the+Head+(1997),Kicked+in+the+Head+(1997)
1296,Indian Summer,Indian Summer (1996),1996,http://us.imdb.com/M/title-exact?Indian+Summer+(1996),Indian+Summer+(1996)
1297,Love Affair,Love Affair (1994),1994,http://us.imdb.com/M/title-exact?Love%20Affair%20(1994),Love Affair (1994)
1298,"Band Wagon, The","Band Wagon, The (1953)",1953,"http://us.imdb.com/M/title-exact?Band%20Wagon,%20The%20(1953)","Band Wagon, The (1953)"
1299,Penny Serenade,Penny Serenade (1941),1941,http://us.imdb.com/M/title-exact?Penny%20Serenade%20(1941),Penny Serenade (1941)
1300,'Til There Was You,'Til There Was You (1997),1997,http://us.imdb.com/Title?%27Til+There+Was+You+(1997),%27Til There Was You (1997)
1301,Stripes,Stripes (1981),1981,http://us.imdb.com/M/title-exact?Stripes+(1981),Stripes+(1981)
1302,Late Bloomers,Late Bloomers (1996),1996,http://us.imdb.com/M/title-exact?Late%20Bloomers%20%281996%29,Late Bloomers (1996)
1303,"Getaway, The","Getaway, The (1994)",1994,"http://us.imdb.com/M/title-exact?Getaway,%20The%20(1994)","Getaway, The (1994)"
1304,New York Cop,New York Cop (1996),1996,http://us.imdb.com/Title?New+York+Cop+(1996),New York Cop (1996)
1305,National Lampoon's Senior Trip,National Lampoon's Senior Trip (1995),1995,http://us.imdb.com/M/title-exact?National%20Lampoon's%20Senior%20Trip%20(1995),National Lampoon's Senior Trip (1995)
1306,Delta of Venus,Delta of Venus (1994),1994,http://us.imdb.com/M/title-exact?Delta%20of%20Venus%20(1994),Delta of Venus (1994)
1307,Carmen Miranda: Bananas Is My Business,Carmen Miranda: Bananas Is My Business (1994),1994,http://us.imdb.com/M/title-exact?Carmen%20Miranda:%20Bananas%20Is%20My%20Business%20(1994),Carmen Miranda: Bananas Is My Business (1994)
1308,Babyfever,Babyfever (1994),1994,http://us.imdb.com/M/title-exact?Babyfever%20(1994),Babyfever (1994)
1309,"Very Natural Thing, A","Very Natural Thing, A (1974)",1974,"http://us.imdb.com/M/title-exact?Very%20Natural%20Thing,%20A%20(1974)","Very Natural Thing, A (1974)"
1310,"Walk in the Sun, A","Walk in the Sun, A (1945)",1945,"http://us.imdb.com/M/title-exact?Walk%20in%20the%20Sun,%20A%20(1945)","Walk in the Sun, A (1945)"
1311,Waiting to Exhale,Waiting to Exhale (1995),1995,http://us.imdb.com/M/title-exact?Waiting%20to%20Exhale%20(1995),Waiting to Exhale (1995)
1312,"Pompatus of Love, The","Pompatus of Love, The (1996)",1996,"http://us.imdb.com/M/title-exact?Pompatus%20of%20Love,%20The%20(1996)","Pompatus of Love, The (1996)"
1313,Palmetto,Palmetto (1998),1998,http://us.imdb.com/M/title-exact?Palmetto+(1998),Palmetto+(1998)
1314,Surviving the Game,Surviving the Game (1994),1994,http://us.imdb.com/M/title-exact?Surviving%20the%20Game%20(1994),Surviving the Game (1994)
1315,Inventing the Abbotts,Inventing the Abbotts (1997),1997,http://us.imdb.com/M/title-exact?Inventing%20the%20Abbotts%20%281997%29,Inventing the Abbotts (1997)
1316,"Horse Whisperer, The","Horse Whisperer, The (1998)",1998,http://us.imdb.com/M/title-exact?imdb-title-119314,imdb-title-119314
1317,"Journey of August King, The","Journey of August King, The (1995)",1995,"http://us.imdb.com/M/title-exact?Journey%20of%20August%20King,%20The%20(1995)","Journey of August King, The (1995)"
1318,Catwalk,Catwalk (1995),1995,http://us.imdb.com/Title?Catwalk+(1995/I),Catwalk (1995/I)
1319,"Neon Bible, The","Neon Bible, The (1995)",1995,"http://us.imdb.com/M/title-exact?Neon%20Bible,%20The%20(1995)","Neon Bible, The (1995)"
1320,Homage,Homage (1995),1995,http://us.imdb.com/M/title-exact?Homage%20(1995),Homage (1995)
1321,Open Season,Open Season (1996),1996,http://us.imdb.com/Title?Open+Season+(1996),Open Season (1996)
1322,Metisse (Café au Lait),Metisse (Café au Lait) (1993),1993,http://us.imdb.com/Title?M%E9tisse+(1993),M%E9tisse (1993)
1323,"Wooden Man's Bride, The (Wu Kui)","Wooden Man's Bride, The (Wu Kui) (1994)",1994,http://us.imdb.com/M/title-exact?Wu%20Kui%20(1994),Wu Kui (1994)
1324,Loaded,Loaded (1994),1994,http://us.imdb.com/M/title-exact?Loaded%20(1994),Loaded (1994)
1325,August,August (1996),1996,http://us.imdb.com/M/title-exact?August%20(1996),August (1996)
1326,Boys,Boys (1996),1996,http://us.imdb.com/M/title-exact?Boys%20(1996),Boys (1996)
1327,Captives,Captives (1994),1994,http://us.imdb.com/Title?Captives+(1994),Captives (1994)
1328,Of Love and Shadows,Of Love and Shadows (1994),1994,http://us.imdb.com/M/title-exact?Of%20Love%20and%20Shadows%20(1994),Of Love and Shadows (1994)
1329,"Low Life, The","Low Life, The (1994)",1994,"http://us.imdb.com/Title?Low+Life,+The+(1994/I)","Low Life, The (1994/I)"
1330,An Unforgettable Summer,An Unforgettable Summer (1994),1994,http://us.imdb.com/Title?Un+%E9t%E9+inoubliable+(1994),Un %E9t%E9 inoubliable (1994)
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The","Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",1995,http://us.imdb.com/M/title-exact?Last%20Klezmer%3A%20Leopold%20Kozlowski%2C%20His%20Life%20and%20Music%2C%20The%20%281995%29,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),1993,http://us.imdb.com/M/title-exact?En%20compagnie%20d'Antonin%20Artaud%20(1993),En compagnie d'Antonin Artaud (1993)
1333,Midnight Dancers (Sibak),Midnight Dancers (Sibak) (1994),1994,http://us.imdb.com/M/title-exact?Sibak%20(1994),Sibak (1994)
1334,Somebody to Love,Somebody to Love (1994),1994,http://us.imdb.com/Title?Somebody+to+Love+(1996),Somebody to Love (1996)
1335,American Buffalo,American Buffalo (1996),1996,http://us.imdb.com/M/title-exact?American%20Buffalo%20(1996),American Buffalo (1996)
1336,Kazaam,Kazaam (1996),1996,http://us.imdb.com/M/title-exact?Kazaam%20(1996),Kazaam (1996)
1337,Larger Than Life,Larger Than Life (1996),1996,http://us.imdb.com/M/title-exact?Larger%20Than%20Life%20(1996),Larger Than Life (1996)
1338,Two Deaths,Two Deaths (1995),1995,http://us.imdb.com/Title?Two+Deaths+(1995),Two Deaths (1995)
1339,Stefano Quantestorie,Stefano Quantestorie (1993),1993,http://us.imdb.com/M/title-exact?Stefano%20Quantestorie%20%281993%29,Stefano Quantestorie (1993)
1340,"Crude Oasis, The","Crude Oasis, The (1995)",1995,"http://us.imdb.com/M/title-exact?Crude%20Oasis,%20The%20(1995)","Crude Oasis, The (1995)"
1341,Hedd Wyn,Hedd Wyn (1992),1992,http://us.imdb.com/M/title-exact?Hedd%20Wyn%20(1992),Hedd Wyn (1992)
1342,"Convent, The (Convento, O)","Convent, The (Convento, O) (1995)",1995,"http://us.imdb.com/M/title-exact?Convento,%20O%20(1995)","Convento, O (1995)"
1343,Lotto Land,Lotto Land (1995),1995,http://us.imdb.com/M/title-exact?Lotto%20Land%20(1995),Lotto Land (1995)
1344,"Story of Xinghua, The","Story of Xinghua, The (1993)",1993,"http://us.imdb.com/M/title-exact?Story%20of%20Xinghua,%20The%20(1993)","Story of Xinghua, The (1993)"
1345,"Day the Sun Turned Cold, The (Tianguo niezi)","Day the Sun Turned Cold, The (Tianguo niezi) (1994)",1994,http://us.imdb.com/M/title-exact?Tianguo%20Niezi%20(1994),Tianguo Niezi (1994)
1346,Dingo,Dingo (1992),1992,http://us.imdb.com/M/title-exact?Dingo%20(1992),Dingo (1992)
1347,"Ballad of Narayama, The (Narayama Bushiko)","Ballad of Narayama, The (Narayama Bushiko) (1958)",1958,http://us.imdb.com/M/title-exact?Narayama%20Bushiko%20%281958%29,Narayama Bushiko (1958)
1348,Every Other Weekend,Every Other Weekend (1990),1990,http://us.imdb.com/Title?Un+week-end+sur+deux+(1990),Un week-end sur deux (1990)
1349,Mille bolle blu,Mille bolle blu (1993),1993,http://us.imdb.com/M/title-exact?Mille%20bolle%20blu%20(1993),Mille bolle blu (1993)
1350,Crows and Sparrows,Crows and Sparrows (1949),1949,http://us.imdb.com/Title?Wuya+yu+maque+(1949),Wuya yu maque (1949)
1351,Lover's Knot,Lover's Knot (1996),1996,http://us.imdb.com/M/title-exact?Lover's%20Knot%20(1996),Lover's Knot (1996)
1352,Shadow of Angels (Schatten der Engel),Shadow of Angels (Schatten der Engel) (1976),1976,http://us.imdb.com/M/title-exact?Schatten%20der%20Engel%20(1976),Schatten der Engel (1976)
1353,1-900,1-900 (1994),1994,http://us.imdb.com/M/title-exact?06%20(1994),06 (1994)
1354,Venice/Venice,Venice/Venice (1992),1992,http://us.imdb.com/M/title-exact?Venice/Venice%20(1992),Venice/Venice (1992)
1355,Infinity,Infinity (1996),1996,http://us.imdb.com/M/title-exact?Infinity%20(1996),Infinity (1996)
1356,Ed's Next Move,Ed's Next Move (1996),1996,http://us.imdb.com/M/title-exact?Ed%27s%20Next%20Move%20%281996%29,Ed's Next Move (1996)
1357,For the Moment,For the Moment (1994),1994,http://us.imdb.com/M/title-exact?For%20the%20Moment%20(1994),For the Moment (1994)
1358,The Deadly Cure,The Deadly Cure (1996),1996,,
1359,Boys in Venice,Boys in Venice (1996),1996,,
1360,"Sexual Life of the Belgians, The","Sexual Life of the Belgians, The (1994)",1994,"http://us.imdb.com/M/title-exact?Vie%20sexuelle%20des%20Belges,%20La%20(1994)","Vie sexuelle des Belges, La (1994)"
1361,"Search for One-eye Jimmy, The","Search for One-eye Jimmy, The (1996)",1996,"http://us.imdb.com/M/title-exact?Search%20for%20One-eye%20Jimmy,%20The%20(1996)","Search for One-eye Jimmy, The (1996)"
1362,American Strays,American Strays (1996),1996,http://us.imdb.com/M/title-exact?American%20Strays%20(1996),American Strays (1996)
1363,"Leopard Son, The","Leopard Son, The (1996)",1996,"http://us.imdb.com/M/title-exact?Leopard%20Son,%20The%20(1996)","Leopard Son, The (1996)"
1364,Bird of Prey,Bird of Prey (1996),1996,http://us.imdb.com/M/title-exact?Bird%20of%20Prey%20(1996),Bird of Prey (1996)
1365,Johnny 100 Pesos,Johnny 100 Pesos (1993),1993,http://us.imdb.com/M/title-exact?Johnny%20100%20Pesos%20(1993),Johnny 100 Pesos (1993)
1366,JLG/JLG - autoportrait de décembre,JLG/JLG - autoportrait de décembre (1994),1994,http://us.imdb.com/M/title-exact?JLG/JLG%20-%20autoportrait%20de%20d%E9cembre%20%281994%29,JLG/JLG - autoportrait de d�cembre (1994)
1367,Faust,Faust (1994),1994,http://us.imdb.com/M/title-exact?Faust%20%281994%29,Faust (1994)
1368,Mina Tannenbaum,Mina Tannenbaum (1994),1994,http://us.imdb.com/M/title-exact?Mina%20Tannenbaum%20(1994),Mina Tannenbaum (1994)
1369,"Forbidden Christ, The (Cristo proibito, Il)","Forbidden Christ, The (Cristo proibito, Il) (1950)",1950,http://us.imdb.com/M/title-exact?Cristo%20proibito%2C%20Il%20%281950%29,"Cristo proibito, Il (1950)"
1370,I Can't Sleep (J'ai pas sommeil),I Can't Sleep (J'ai pas sommeil) (1994),1994,http://us.imdb.com/M/title-exact?J'ai%20pas%20sommeil%20(1994),J'ai pas sommeil (1994)
1371,"Machine, The","Machine, The (1994)",1994,"http://us.imdb.com/M/title-exact?Machine,%20La%20(1994)","Machine, La (1994)"
1372,"Stranger, The","Stranger, The (1994)",1994,"http://us.imdb.com/Title?Stranger,+The+(1994/II)","Stranger, The (1994/II)"
1373,Good Morning,Good Morning (1971),1971,http://us.imdb.com/M/title-exact?Good%20Morning%20(1971),Good Morning (1971)
1374,Falling in Love Again,Falling in Love Again (1980),1980,http://us.imdb.com/M/title-exact?Falling%20in%20Love%20Again%20(1980),Falling in Love Again (1980)
1375,"Cement Garden, The","Cement Garden, The (1993)",1993,"http://us.imdb.com/M/title-exact?Cement%20Garden,%20The%20(1993)","Cement Garden, The (1993)"
1376,Meet Wally Sparks,Meet Wally Sparks (1997),1997,http://us.imdb.com/M/title-exact?Meet%20Wally%20Sparks%20(1997),Meet Wally Sparks (1997)
1377,Hotel de Love,Hotel de Love (1996),1996,http://us.imdb.com/M/title-exact?Hotel%20de%20Love%20(1996),Hotel de Love (1996)
1378,Rhyme & Reason,Rhyme & Reason (1997),1997,http://us.imdb.com/M/title-exact?Rhyme%20%26%20Reason%20(1997),Rhyme & Reason (1997)
1379,Love and Other Catastrophes,Love and Other Catastrophes (1996),1996,http://us.imdb.com/M/title-exact?Love%20and%20Other%20Catastrophes%20%281996%29,Love and Other Catastrophes (1996)
1380,Hollow Reed,Hollow Reed (1996),1996,http://us.imdb.com/Title?Hollow+Reed+(1996),Hollow Reed (1996)
1381,Losing Chase,Losing Chase (1996),1996,http://us.imdb.com/M/title-exact?Losing%20Chase%20%281996%29,Losing Chase (1996)
1382,"Bonheur, Le","Bonheur, Le (1965)",1965,http://us.imdb.com/M/title-exact?Bonheur%2C%20Le%20%281965%29,"Bonheur, Le (1965)"
1383,"Second Jungle Book: Mowgli & Baloo, The","Second Jungle Book: Mowgli & Baloo, The (1997)",1997,http://us.imdb.com/M/title-exact?Second%20Jungle%20Book%3A%20Mowgli%20%26%20Baloo%2C%20The%20%281997%29,"Second Jungle Book: Mowgli & Baloo, The (1997)"
1384,Squeeze,Squeeze (1996),1996,http://us.imdb.com/M/title-exact?Squeeze%20%281996%29,Squeeze (1996)
1385,Roseanna's Grave (For Roseanna),Roseanna's Grave (For Roseanna) (1997),1997,http://us.imdb.com/M/title-exact?Roseanna%27s+Grave+(1997),Roseanna's+Grave+(1997)
1386,Tetsuo II: Body Hammer,Tetsuo II: Body Hammer (1992),1992,http://us.imdb.com/M/title-exact?Tetsuo+II%3A+Body+Hammer+(1992),Tetsuo+II:+Body+Hammer+(1992)
1387,Fall,Fall (1997),1997,http://us.imdb.com/M/title-exact?Fall+(1997),Fall+(1997)
1388,Gabbeh,Gabbeh (1996),1996,http://us.imdb.com/M/title-exact?Gabbeh+(1996),Gabbeh+(1996)
1389,Mondo,Mondo (1996),1996,http://us.imdb.com/M/title-exact?Mondo+(1996),Mondo+(1996)
1390,"Innocent Sleep, The","Innocent Sleep, The (1995)",1995,http://us.imdb.com/M/title-exact?Innocent+Sleep%2C+The+(1995),"Innocent+Sleep,+The+(1995)"
1391,For Ever Mozart,For Ever Mozart (1996),1996,http://us.imdb.com/M/title-exact?For+Ever+Mozart+(1996),For+Ever+Mozart+(1996)
1392,"Locusts, The","Locusts, The (1997)",1997,http://us.imdb.com/M/title-exact?Locusts%2C+The+(1997),"Locusts,+The+(1997)"
1393,Stag,Stag (1997),1997,http://us.imdb.com/M/title-exact?Stag+(1997),Stag+(1997)
1394,Swept from the Sea,Swept from the Sea (1997),1997,http://us.imdb.com/M/title-exact?Swept+from+the+Sea+(1997),Swept+from+the+Sea+(1997)
1395,Hurricane Streets,Hurricane Streets (1998),1998,http://us.imdb.com/Title?Hurricane+Streets+(1998),Hurricane Streets (1998)
1396,Stonewall,Stonewall (1995),1995,http://us.imdb.com/M/title-exact?Stonewall%20(1995),Stonewall (1995)
1397,Of Human Bondage,Of Human Bondage (1934),1934,http://us.imdb.com/M/title-exact?Of%20Human%20Bondage%20(1934),Of Human Bondage (1934)
1398,Anna,Anna (1996),1996,http://us.imdb.com/M/title-exact?Anna%20(1996),Anna (1996)
1399,Stranger in the House,Stranger in the House (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-120222,imdb-title-120222
1400,Picture Bride,Picture Bride (1995),1995,http://us.imdb.com/M/title-exact?Picture%20Bride%20(1995),Picture Bride (1995)
1401,M. Butterfly,M. Butterfly (1993),1993,http://us.imdb.com/M/title-exact?M.%20Butterfly%20(1993),M. Butterfly (1993)
1402,"Ciao, Professore!","Ciao, Professore! (1993)",1993,http://us.imdb.com/M/title-exact?Io%20speriamo%20che%20me%20la%20cavo%20(1993),Io speriamo che me la cavo (1993)
1403,Caro Diario (Dear Diary),Caro Diario (Dear Diary) (1994),1994,http://us.imdb.com/M/title-exact?Caro%20diario%20(1994),Caro diario (1994)
1404,Withnail and I,Withnail and I (1987),1987,http://us.imdb.com/M/title-exact?Withnail%20and%20I%20(1987),Withnail and I (1987)
1405,Boy's Life 2,Boy's Life 2 (1997),1997,http://us.imdb.com/M/title-exact?Boy%27s%20Life%202%20(1997),Boy's Life 2 (1997)
1406,When Night Is Falling,When Night Is Falling (1995),1995,http://us.imdb.com/M/title-exact?When%20Night%20is%20Falling%20(1995),When Night is Falling (1995)
1407,"Specialist, The","Specialist, The (1994)",1994,"http://us.imdb.com/M/title-exact?Specialist,%20The%20(1994)","Specialist, The (1994)"
1408,Gordy,Gordy (1995),1995,http://us.imdb.com/M/title-exact?Gordy%20(1995),Gordy (1995)
1409,"Swan Princess, The","Swan Princess, The (1994)",1994,"http://us.imdb.com/M/title-exact?Swan%20Princess,%20The%20(1994)","Swan Princess, The (1994)"
1410,Harlem,Harlem (1993),1993,http://us.imdb.com/M/title-exact?Harlem%20(1993),Harlem (1993)
1411,Barbarella,Barbarella (1968),1968,http://us.imdb.com/M/title-exact?Barbarella%20(1968),Barbarella (1968)
1412,Land Before Time III: The Time of the Great Giving (1995) (V),Land Before Time III: The Time of the Great Giving (1995) (V),1995,http://us.imdb.com/M/title-exact?Land%20Before%20Time%20III%3A%20The%20Time%20of%20the%20Great%20Giving%20%281995%29%20%28V%29,Land Before Time III: The Time of the Great Giving (1995) (V)
1413,Street Fighter,Street Fighter (1994),1994,http://us.imdb.com/M/title-exact?Street%20Fighter%20(1994),Street Fighter (1994)
1414,Coldblooded,Coldblooded (1995),1995,http://us.imdb.com/M/title-exact?Coldblooded%20(1995),Coldblooded (1995)
1415,"Next Karate Kid, The","Next Karate Kid, The (1994)",1994,"http://us.imdb.com/M/title-exact?Next%20Karate%20Kid,%20The%20(1994)","Next Karate Kid, The (1994)"
1416,No Escape,No Escape (1994),1994,http://us.imdb.com/M/title-exact?No%20Escape%20(1994),No Escape (1994)
1417,"Turning, The","Turning, The (1992)",1992,http://us.imdb.com/M/title-exact?Turning%2C%20The%20%281992%29,"Turning, The (1992)"
1418,"Joy Luck Club, The","Joy Luck Club, The (1993)",1993,http://us.imdb.com/M/title-exact?Joy+Luck+Club%2C+The+(1993),"Joy+Luck+Club,+The+(1993)"
1419,Highlander III: The Sorcerer,Highlander III: The Sorcerer (1994),1994,http://us.imdb.com/M/title-exact?Highlander%20III:%20The%20Sorcerer%20(1994),Highlander III: The Sorcerer (1994)
1420,Gilligan's Island: The Movie,Gilligan's Island: The Movie (1998),1998,http://us.imdb.com/M/title-exact?imdb-title-119195,imdb-title-119195
1421,My Crazy Life (Mi vida loca),My Crazy Life (Mi vida loca) (1993),1993,http://us.imdb.com/M/title-exact?Mi%20vida%20loca%20(1993),Mi vida loca (1993)
1422,Suture,Suture (1993),1993,http://us.imdb.com/M/title-exact?Suture%20(1993),Suture (1993)
1423,"Walking Dead, The","Walking Dead, The (1995)",1995,"http://us.imdb.com/M/title-exact?Walking%20Dead,%20The%20(1995)","Walking Dead, The (1995)"
1424,I Like It Like That,I Like It Like That (1994),1994,http://us.imdb.com/M/title-exact?I%20Like%20It%20Like%20That%20(1994),I Like It Like That (1994)
1425,I'll Do Anything,I'll Do Anything (1994),1994,http://us.imdb.com/M/title-exact?I'll%20Do%20Anything%20(1994),I'll Do Anything (1994)
1426,Grace of My Heart,Grace of My Heart (1996),1996,http://us.imdb.com/M/title-exact?Grace%20of%20My%20Heart%20(1996),Grace of My Heart (1996)
1427,Drunks,Drunks (1995),1995,http://us.imdb.com/M/title-exact?Drunks%20(1995),Drunks (1995)
1428,SubUrbia,SubUrbia (1997),1997,http://us.imdb.com/M/title-exact?SubUrbia%20(1997),SubUrbia (1997)
1429,Sliding Doors,Sliding Doors (1998),1998,http://us.imdb.com/Title?Sliding+Doors+(1998),Sliding Doors (1998)
1430,Ill Gotten Gains,Ill Gotten Gains (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-119352,imdb-title-119352
1431,Legal Deceit,Legal Deceit (1997),1997,http://us.imdb.com/Title?Legal+Deceit+(1997),Legal Deceit (1997)
1432,"Mighty, The","Mighty, The (1998)",1998,"http://us.imdb.com/Title?Mighty,+The+(1998)","Mighty, The (1998)"
